70,5,10
65,5,10
80,10,10
75,10,10
60,10,10
85,15,10
55,15,10
85,20,10
55,20,10
85,25,10
55,25,10
90,30,10
55,30,10
95,35,10
90,35,10
55,35,10
105,40,10
100,40,10
110,45,10
60,45,10
40,45,10
115,50,10
60,50,10
45,50,10
115,55,10
60,55,10
55,55,10
50,55,10
45,55,10
115,60,10
65,60,10
60,60,10
45,60,10
40,60,10
35,60,10
30,60,10
110,65,10
75,65,10
70,65,10
50,65,10
45,65,10
110,70,10
105,70,10
80,70,10
60,70,10
55,70,10
50,70,10
100,75,10
95,75,10
90,75,10
85,75,10
65,75,10
45,75,10
40,75,10
95,80,10
75,80,10
70,80,10
35,80,10
30,80,10
25,80,10
95,85,10
85,85,10
80,85,10
25,85,10
20,85,10
95,90,10
90,90,10
85,90,10
15,90,10
90,95,10
10,95,10
90,100,10
10,100,10
90,105,10
50,105,10
15,105,10
85,110,10
55,110,10
45,110,10
40,110,10
35,110,10
30,110,10
25,110,10
20,110,10
85,115,10
80,115,10
60,115,10
75,120,10
70,120,10
65,120,10
